Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
56,No,Non-Travel,1435,Research & Development,3,5,Life Sciences,1,286,4,Female,45,3,1,Manufacturing Director,4,Divorced,16623,13823,0,Y,Yes,17,3,1,80,0,38,0,4,10,0,2,10
41,No,Travel_Rarely,676,Research & Development,16,5,Medical,1,287,2,Male,55,4,3,Research Scientist,3,Married,10221,20742,0,Y,Yes,19,4,4,80,1,22,4,2,6,3,0,1
60,No,Non-Travel,663,Sales,7,1,Other,1,288,3,Female,88,1,2,Sales Representative,1,Divorced,19527,24150,9,Y,Yes,21,3,2,80,2,42,3,2,23,18,21,21
35,No,Travel_Frequently,269,Research & Development,29,5,Life Sciences,1,289,3,Male,84,1,2,Laboratory Technician,4,Single,2433,7483,8,Y,No,16,4,1,80,0,17,5,4,3,3,3,2
24,No,Non-Travel,586,Human Resources,3,5,Human Resources,1,290,3,Female,42,4,3,Human Resources,4,Single,11963,4082,9,Y,Yes,25,3,1,80,3,5,2,2,0,0,0,0
22,Yes,Travel_Frequently,579,Human Resources,28,5,Other,1,291,4,Male,88,4,1,Manager,1,Married,15159,22417,4,Y,Yes,20,3,4,80,2,4,5,3,1,0,1,0
19,Yes,Non-Travel,1373,Human Resources,15,2,Medical,1,292,3,Male,35,1,5,Human Resources,2,Married,1411,21247,1,Y,Yes,17,4,3,80,2,1,4,2,1,1,0,0
27,Yes,Travel_Rarely,1413,Human Resources,7,1,Marketing,1,293,1,Male,90,4,3,Manager,1,Divorced,10546,20643,5,Y,Yes,16,4,4,80,3,9,2,2,2,1,1,2
24,Yes,Travel_Rarely,115,Sales,12,1,Life Sciences,1,294,3,Female,33,1,2,Sales Executive,2,Married,8317,16525,0,Y,Yes,14,4,4,80,0,3,0,4,3,0,3,1
30,No,Travel_Rarely,1489,Sales,5,4,Other,1,295,2,Male,73,2,5,Sales Representative,2,Married,12144,9963,2,Y,Yes,16,4,3,80,1,11,4,1,4,1,1,2
45,No,Non-Travel,1304,Human Resources,7,5,Marketing,1,296,4,Male,71,2,2,Human Resources,3,Divorced,7223,11271,2,Y,No,24,3,2,80,3,23,1,3,22,2,3,4
23,No,Travel_Frequently,1072,Human Resources,9,5,Technical Degree,1,297,3,Male,56,2,4,Human Resources,2,Married,13272,9774,8,Y,No,17,3,4,80,2,3,3,3,3,0,1,3
54,No,Travel_Frequently,974,Research & Development,15,4,Technical Degree,1,298,1,Female,77,4,1,Healthcare Representative,3,Married,5410,14623,1,Y,No,11,3,4,80,3,34,1,2,5,2,2,4
59,Yes,Travel_Rarely,1220,Research & Development,7,3,Medical,1,299,1,Female,62,3,5,Healthcare Representative,3,Single,17812,25216,8,Y,Yes,20,3,1,80,2,36,0,2,2,1,0,1
36,Yes,Non-Travel,1233,Research & Development,25,4,Other,1,300,2,Female,73,1,5,Healthcare Representative,2,Single,16475,16144,0,Y,No,23,4,4,80,1,17,3,2,11,6,6,9
53,No,Travel_Frequently,1203,Research & Development,10,3,Human Resources,1,301,4,Male,34,2,4,Laboratory Technician,3,Married,1326,20712,4,Y,No,21,4,4,80,3,30,1,2,0,0,0,0
22,Yes,Non-Travel,1337,Research & Development,16,1,Medical,1,302,1,Male,38,4,5,Healthcare Representative,1,Single,11784,9730,1,Y,No,15,3,2,80,3,4,0,2,4,3,1,3
51,Yes,Travel_Rarely,736,Research & Development,14,4,Medical,1,303,4,Female,55,4,1,Healthcare Representative,4,Single,6154,2337,6,Y,No,13,4,2,80,0,32,6,1,0,0,0,0
56,No,Non-Travel,711,Research & Development,13,5,Medical,1,304,4,Female,61,2,4,Research Director,1,Divorced,17096,16252,9,Y,Yes,18,4,3,80,1,35,5,3,25,7,16,10
24,No,Travel_Rarely,317,Human Resources,17,3,Technical Degree,1,305,4,Female,51,3,3,Human Resources,2,Divorced,18629,3556,4,Y,Yes,18,3,1,80,0,3,5,4,3,0,1,1
47,No,Travel_Rarely,271,Human Resources,18,2,Other,1,306,3,Female,47,4,1,Manager,1,Single,14007,7683,3,Y,No,24,3,4,80,0,29,1,2,12,5,11,6
25,No,Travel_Rarely,1402,Research & Development,26,5,Other,1,307,1,Male,79,3,2,Manufacturing Director,2,Single,9962,21695,0,Y,No,11,3,2,80,3,6,6,2,6,1,0,5
33,No,Non-Travel,445,Sales,24,2,Life Sciences,1,308,2,Female,95,1,1,Sales Representative,2,Married,14826,20511,0,Y,No,21,3,1,80,1,15,4,1,11,3,3,1
45,No,Travel_Rarely,1449,Research & Development,27,3,Other,1,309,4,Female,35,1,2,Laboratory Technician,3,Married,11605,11974,5,Y,No,23,4,2,80,0,27,5,1,3,1,1,0
54,Yes,Non-Travel,1021,Human Resources,13,5,Other,1,310,1,Male,94,1,2,Human Resources,3,Single,13741,22290,5,Y,Yes,23,3,3,80,2,34,1,4,5,2,0,4
45,No,Travel_Rarely,1326,Human Resources,15,3,Medical,1,311,4,Female,70,1,3,Manager,2,Divorced,5516,11546,0,Y,No,23,3,2,80,1,24,6,2,24,7,19,2
39,Yes,Travel_Frequently,245,Human Resources,7,1,Other,1,312,4,Male,56,2,2,Human Resources,3,Single,9146,21513,0,Y,No,19,3,1,80,1,17,4,2,10,3,3,8
45,No,Travel_Frequently,265,Sales,12,4,Technical Degree,1,313,4,Male,90,4,4,Sales Representative,3,Divorced,9034,22062,3,Y,Yes,22,4,2,80,1,26,6,3,23,14,9,5
19,No,Travel_Frequently,1253,Research & Development,20,4,Life Sciences,1,314,4,Female,47,4,2,Laboratory Technician,3,Single,18611,8307,9,Y,Yes,11,3,3,80,2,1,3,4,1,1,0,1
44,Yes,Travel_Frequently,624,Research & Development,25,3,Human Resources,1,315,4,Female,77,1,5,Manufacturing Director,1,Married,11095,26200,7,Y,No,14,3,2,80,3,26,0,1,12,11,5,6
58,Yes,Travel_Rarely,1421,Research & Development,23,4,Technical Degree,1,316,2,Male,96,2,5,Manufacturing Director,3,Single,9572,16081,2,Y,Yes,15,4,1,80,3,37,4,2,22,21,0,22
44,No,Travel_Rarely,300,Research & Development,3,4,Human Resources,1,317,1,Female,66,4,2,Laboratory Technician,4,Single,12294,14370,9,Y,Yes,13,3,2,80,1,24,3,3,24,23,2,3
50,No,Non-Travel,325,Sales,28,2,Life Sciences,1,318,4,Female,40,4,2,Sales Executive,2,Married,7091,4199,3,Y,Yes,16,3,4,80,1,32,3,3,30,3,14,18
24,No,Non-Travel,981,Research & Development,11,3,Other,1,319,4,Female,70,2,1,Healthcare Representative,4,Divorced,2380,15151,9,Y,Yes,17,3,4,80,2,5,6,3,0,0,0,0
24,No,Travel_Rarely,1408,Research & Development,27,3,Life Sciences,1,320,4,Female,35,3,5,Manufacturing Director,3,Single,5036,21976,0,Y,Yes,18,4,4,80,0,4,2,4,0,0,0,0
48,No,Non-Travel,1058,Research & Development,6,4,Life Sciences,1,321,1,Female,99,2,2,Laboratory Technician,2,Single,7401,7678,9,Y,Yes,23,3,3,80,0,26,3,4,21,3,12,9
19,No,Non-Travel,1332,Human Resources,3,3,Technical Degree,1,322,1,Female,85,2,4,Human Resources,2,Married,9450,5884,3,Y,Yes,15,3,3,80,0,0,0,4,0,0,0,0
55,No,Travel_Frequently,756,Research & Development,25,3,Other,1,323,1,Male,96,2,2,Research Scientist,1,Married,13059,2395,9,Y,No,19,4,2,80,2,35,1,3,29,6,23,3
32,No,Non-Travel,873,Research & Development,2,3,Medical,1,324,4,Male,58,1,5,Laboratory Technician,1,Married,2134,25929,2,Y,No,17,4,2,80,1,12,0,3,7,7,2,4
43,Yes,Non-Travel,212,Human Resources,28,3,Technical Degree,1,325,4,Male,47,4,4,Manager,3,Married,13833,6839,5,Y,No,14,3,1,80,1,25,5,2,10,6,10,7
18,No,Non-Travel,795,Human Resources,19,4,Medical,1,326,1,Female,61,1,1,Human Resources,4,Single,6521,15091,6,Y,No,18,4,1,80,1,0,5,2,0,0,0,0
42,Yes,Travel_Frequently,1415,Human Resources,22,5,Medical,1,327,1,Male,91,3,4,Human Resources,3,Divorced,16202,8028,1,Y,No,17,4,1,80,3,24,2,1,24,22,21,21
26,Yes,Non-Travel,470,Human Resources,1,5,Technical Degree,1,328,2,Female,45,1,4,Human Resources,1,Divorced,1656,8851,6,Y,No,21,3,1,80,0,4,4,1,1,1,0,0
20,No,Travel_Frequently,388,Research & Development,19,4,Other,1,329,1,Female,96,3,4,Research Director,2,Divorced,6632,18825,8,Y,Yes,14,3,3,80,0,0,1,3,0,0,0,0
30,No,Travel_Frequently,883,Sales,21,2,Technical Degree,1,330,4,Female,40,3,2,Manager,3,Married,19099,24851,9,Y,No,13,3,1,80,0,8,5,2,2,1,0,0
35,Yes,Travel_Rarely,1190,Human Resources,4,5,Technical Degree,1,331,1,Male,72,1,4,Manager,4,Married,6384,11047,8,Y,No,13,3,2,80,2,16,0,4,6,5,2,4
42,No,Travel_Rarely,451,Sales,11,4,Medical,1,332,3,Female,98,4,3,Sales Representative,1,Divorced,18260,6274,2,Y,No,15,3,3,80,1,20,5,3,7,6,1,1
27,No,Non-Travel,689,Sales,9,4,Human Resources,1,333,4,Male,69,1,2,Sales Representative,4,Married,13138,12341,0,Y,No,24,3,3,80,0,6,0,2,6,4,5,2
33,No,Non-Travel,1192,Human Resources,23,1,Technical Degree,1,334,4,Male,54,1,5,Manager,4,Divorced,10375,19602,1,Y,Yes,22,4,4,80,1,12,5,2,2,0,2,0
51,No,Travel_Frequently,1116,Human Resources,13,2,Marketing,1,335,2,Male,73,2,5,Human Resources,1,Married,6531,11897,7,Y,Yes,18,4,3,80,2,32,1,3,21,19,1,19
58,No,Travel_Frequently,321,Sales,1,3,Other,1,336,1,Male,81,3,4,Sales Executive,1,Single,2169,16210,8,Y,No,18,3,4,80,0,36,4,3,18,12,6,9
27,No,Non-Travel,653,Human Resources,4,4,Other,1,337,3,Female,50,2,2,Manager,3,Divorced,9205,16314,2,Y,No,11,4,4,80,1,6,0,3,6,0,3,0
36,No,Travel_Frequently,1498,Sales,23,2,Marketing,1,338,1,Female,94,4,2,Sales Executive,4,Single,2044,5628,5,Y,Yes,23,3,4,80,1,13,1,3,1,0,1,1
50,Yes,Travel_Rarely,1149,Research & Development,6,2,Marketing,1,339,1,Male,63,2,4,Manufacturing Director,3,Single,1272,17622,6,Y,No,22,3,4,80,1,29,1,4,0,0,0,0
58,Yes,Travel_Rarely,880,Human Resources,14,5,Marketing,1,340,1,Male,58,3,1,Manager,2,Married,14158,4104,2,Y,Yes,19,4,2,80,0,38,2,4,20,4,7,3
35,Yes,Travel_Frequently,675,Sales,20,1,Technical Degree,1,341,1,Male,62,4,3,Sales Representative,1,Married,9101,12067,6,Y,Yes,12,3,3,80,0,17,5,1,11,4,5,11
26,No,Travel_Rarely,1391,Human Resources,24,5,Life Sciences,1,342,4,Male,54,2,5,Manager,3,Single,18338,4547,9,Y,Yes,19,4,1,80,2,6,5,2,5,2,5,2
30,No,Travel_Rarely,1090,Research & Development,14,5,Human Resources,1,343,4,Male,51,3,5,Laboratory Technician,3,Married,14712,3583,3,Y,No,20,3,1,80,1,8,5,3,8,2,0,2
49,Yes,Non-Travel,548,Research & Development,19,1,Human Resources,1,344,2,Female,94,3,5,Healthcare Representative,4,Single,15353,11805,2,Y,No,22,4,2,80,0,28,1,3,21,17,16,2
20,No,Non-Travel,1341,Sales,12,3,Life Sciences,1,345,1,Female,47,4,2,Manager,2,Married,10110,12731,2,Y,Yes,11,3,1,80,2,2,1,2,2,0,1,0
35,No,Non-Travel,1391,Human Resources,26,4,Medical,1,346,2,Female,59,4,4,Manager,2,Single,4496,17790,9,Y,No,12,4,3,80,1,12,3,4,5,2,0,4
29,No,Travel_Frequently,1423,Sales,13,1,Other,1,347,2,Male,31,1,2,Sales Representative,2,Married,11172,2772,0,Y,No,12,3,1,80,0,10,1,1,3,3,1,2
23,No,Travel_Frequently,436,Sales,10,3,Technical Degree,1,348,2,Male,61,1,1,Manager,1,Divorced,1316,10858,0,Y,No,21,3,4,80,0,2,6,2,2,0,2,2
24,Yes,Travel_Frequently,564,Sales,29,4,Other,1,349,4,Male,92,2,1,Sales Executive,2,Single,5656,5427,6,Y,Yes,15,4,2,80,0,5,4,4,4,2,0,4
25,No,Travel_Frequently,815,Research & Development,29,1,Marketing,1,350,2,Female,77,3,4,Research Scientist,2,Single,6843,6964,2,Y,No,23,3,3,80,2,5,1,4,5,0,0,4
46,No,Travel_Frequently,970,Research & Development,16,4,Human Resources,1,351,2,Female,47,2,3,Manufacturing Director,3,Married,15015,20094,9,Y,Yes,18,4,4,80,1,27,3,2,23,15,2,3
55,No,Travel_Rarely,224,Sales,12,3,Medical,1,352,3,Female,88,2,2,Manager,2,Married,3868,10040,3,Y,Yes,14,3,4,80,0,35,5,1,22,13,16,18
25,Yes,Travel_Rarely,263,Sales,8,1,Life Sciences,1,353,2,Female,49,2,1,Sales Representative,1,Divorced,13188,6685,6,Y,Yes,22,4,1,80,3,2,3,4,2,1,2,0
39,Yes,Travel_Frequently,1494,Human Resources,29,4,Human Resources,1,354,2,Female,94,3,1,Human Resources,1,Married,10405,7232,0,Y,Yes,15,3,1,80,3,20,1,2,14,12,10,11
31,No,Travel_Rarely,213,Human Resources,26,3,Other,1,355,3,Female,54,3,5,Human Resources,4,Single,7028,4643,6,Y,Yes,16,4,4,80,0,9,1,4,6,4,0,1
28,No,Non-Travel,193,Research & Development,19,4,Life Sciences,1,356,3,Male,70,1,3,Healthcare Representative,1,Single,1368,13780,9,Y,Yes,23,4,1,80,3,9,4,2,8,1,1,3
38,No,Travel_Rarely,696,Sales,6,2,Other,1,357,4,Female,40,1,4,Manager,2,Single,11865,9160,1,Y,Yes,23,3,4,80,1,15,4,1,12,11,5,2
56,No,Non-Travel,255,Human Resources,5,5,Other,1,358,2,Female,42,1,3,Human Resources,1,Married,12118,20022,2,Y,No,24,3,2,80,3,36,0,4,20,16,10,14
38,No,Travel_Frequently,1007,Research & Development,21,2,Life Sciences,1,359,4,Female,35,3,3,Healthcare Representative,1,Married,19900,15497,4,Y,Yes,24,3,3,80,3,18,2,2,5,2,1,0
57,No,Travel_Frequently,871,Human Resources,6,5,Technical Degree,1,360,1,Male,58,4,4,Manager,1,Divorced,17587,5157,6,Y,Yes,16,4,2,80,3,37,5,2,30,10,11,2
47,Yes,Non-Travel,1077,Human Resources,4,3,Technical Degree,1,361,3,Male,99,2,2,Manager,1,Single,15201,23072,6,Y,No,14,4,4,80,0,26,4,3,3,0,1,0
21,Yes,Travel_Frequently,931,Research & Development,3,3,Other,1,362,2,Female,83,2,1,Healthcare Representative,3,Single,7939,3855,0,Y,No,12,4,1,80,2,2,6,3,2,1,1,0
28,Yes,Non-Travel,1286,Research & Development,20,2,Marketing,1,363,1,Female,31,2,2,Manufacturing Director,3,Single,18556,18459,7,Y,No,24,4,2,80,0,5,6,4,3,2,3,3
44,No,Travel_Rarely,814,Human Resources,7,2,Other,1,364,4,Male,77,3,5,Human Resources,2,Married,15732,12152,2,Y,Yes,19,3,2,80,3,26,5,2,8,8,0,7
44,Yes,Non-Travel,435,Research & Development,18,4,Technical Degree,1,365,4,Female,85,3,5,Research Director,2,Single,14963,4965,8,Y,Yes,23,3,3,80,0,24,5,4,13,5,5,13
57,Yes,Travel_Frequently,1231,Sales,13,1,Medical,1,366,4,Female,45,3,1,Sales Representative,1,Married,18858,23224,9,Y,No,22,4,2,80,0,34,2,3,29,13,3,15
50,No,Non-Travel,1330,Sales,11,3,Medical,1,367,2,Female,60,4,1,Sales Executive,1,Divorced,8924,23210,6,Y,Yes,17,3,3,80,3,29,1,1,9,4,4,4
42,No,Travel_Rarely,762,Human Resources,7,1,Life Sciences,1,368,4,Male,85,1,4,Human Resources,2,Single,6200,22347,8,Y,Yes,22,3,3,80,3,23,0,1,23,5,12,10
26,Yes,Travel_Rarely,1386,Human Resources,1,5,Life Sciences,1,369,1,Male,88,1,2,Human Resources,4,Single,10738,11349,3,Y,Yes,15,3,3,80,0,7,0,3,7,5,2,3
41,No,Travel_Frequently,431,Research & Development,6,3,Life Sciences,1,370,4,Male,34,1,1,Healthcare Representative,2,Married,14566,17950,0,Y,Yes,20,3,3,80,1,20,4,4,6,3,0,3
34,Yes,Travel_Rarely,361,Human Resources,9,3,Technical Degree,1,371,1,Male,41,3,2,Manager,1,Married,17777,26512,8,Y,No,23,4,3,80,3,15,4,2,3,1,0,0
30,No,Travel_Frequently,1323,Research & Development,24,3,Marketing,1,372,4,Male,79,4,5,Laboratory Technician,2,Divorced,4380,13658,6,Y,No,16,3,4,80,3,8,1,2,4,1,1,2
50,Yes,Travel_Rarely,1447,Sales,12,3,Medical,1,373,2,Female,45,1,1,Sales Representative,3,Divorced,14060,2451,5,Y,Yes,22,4,3,80,1,32,3,4,8,6,4,8
38,No,Travel_Frequently,507,Human Resources,7,1,Technical Degree,1,374,4,Female,35,3,5,Manager,3,Single,7961,6160,9,Y,Yes,18,3,4,80,2,19,4,1,7,1,6,4
33,No,Travel_Frequently,718,Research & Development,9,3,Marketing,1,375,1,Female,40,3,2,Manufacturing Director,1,Divorced,10327,3636,7,Y,Yes,17,4,1,80,3,12,3,3,0,0,0,0
25,Yes,Non-Travel,857,Human Resources,27,5,Life Sciences,1,376,2,Male,63,1,1,Human Resources,3,Single,2576,12064,3,Y,Yes,12,4,2,80,2,6,5,4,5,4,0,0
42,No,Travel_Frequently,761,Human Resources,25,4,Medical,1,377,2,Male,63,3,3,Human Resources,4,Married,5147,20395,1,Y,No,24,3,4,80,1,23,5,1,8,2,2,7
22,No,Travel_Frequently,1031,Sales,21,2,Human Resources,1,378,2,Male,46,2,4,Sales Representative,1,Married,16349,16919,3,Y,No,24,3,3,80,3,3,1,3,3,0,1,0
35,Yes,Travel_Rarely,1077,Sales,22,5,Technical Degree,1,379,1,Female,63,1,2,Manager,1,Single,4353,13707,9,Y,Yes,17,3,4,80,1,14,3,2,13,2,10,4
45,No,Non-Travel,667,Human Resources,17,5,Technical Degree,1,380,3,Female,43,1,1,Human Resources,4,Single,13125,9289,4,Y,No,12,3,2,80,0,27,4,2,16,10,1,14
33,Yes,Travel_Rarely,813,Research & Development,21,3,Other,1,381,4,Female,30,1,4,Laboratory Technician,2,Divorced,14265,25047,3,Y,Yes,20,4,2,80,2,12,6,3,2,2,0,1
33,Yes,Travel_Frequently,259,Human Resources,6,1,Human Resources,1,382,4,Female,90,1,3,Manager,1,Single,7147,17579,2,Y,Yes,12,3,3,80,0,12,4,4,5,2,5,0
36,No,Travel_Rarely,824,Human Resources,10,3,Human Resources,1,383,4,Female,44,3,3,Human Resources,3,Single,10990,15539,1,Y,No,24,3,3,80,1,15,2,3,7,2,2,1
19,No,Travel_Frequently,780,Research & Development,13,5,Technical Degree,1,384,2,Female,69,2,4,Research Scientist,3,Divorced,7360,19135,1,Y,Yes,22,4,3,80,0,0,3,4,0,0,0,0
54,No,Travel_Frequently,234,Research & Development,26,3,Life Sciences,1,385,3,Female,35,2,1,Healthcare Representative,4,Divorced,4619,6138,4,Y,Yes,11,4,2,80,2,33,0,2,30,25,25,11
40,No,Travel_Rarely,697,Research & Development,8,1,Technical Degree,1,386,2,Female,61,4,3,Manufacturing Director,1,Married,12484,5309,2,Y,Yes,25,4,2,80,2,21,4,3,21,0,1,8
29,Yes,Non-Travel,1046,Research & Development,18,2,Technical Degree,1,387,3,Female,42,2,3,Research Director,2,Married,7546,24839,2,Y,No,16,4,1,80,3,10,2,3,9,6,5,9
47,No,Non-Travel,702,Research & Development,2,4,Medical,1,388,3,Female,30,4,4,Research Director,3,Married,1874,3874,8,Y,Yes,12,3,2,80,2,29,6,2,13,6,7,0
24,Yes,Non-Travel,1412,Human Resources,28,2,Marketing,1,389,2,Female,30,4,3,Human Resources,1,Single,16785,4294,9,Y,Yes,11,3,4,80,0,6,4,2,2,2,0,1
33,No,Non-Travel,635,Sales,27,5,Other,1,390,4,Female,45,4,4,Sales Executive,3,Divorced,15551,2803,8,Y,Yes,13,3,2,80,1,15,1,4,6,0,3,0
52,No,Travel_Frequently,405,Human Resources,1,3,Technical Degree,1,391,4,Male,79,1,5,Manager,3,Single,4286,23232,4,Y,No,21,4,1,80,0,31,2,4,6,3,3,2
47,No,Travel_Frequently,1445,Sales,24,5,Marketing,1,392,1,Female,47,3,3,Manager,3,Married,6196,15002,0,Y,Yes,12,4,2,80,3,28,3,4,28,23,14,8
60,Yes,Non-Travel,427,Human Resources,8,1,Other,1,393,1,Male,93,4,2,Manager,3,Single,9503,26101,8,Y,No,23,3,1,80,0,37,1,4,5,4,5,4
42,No,Non-Travel,1022,Human Resources,13,2,Other,1,394,1,Male,55,3,1,Manager,4,Married,9216,24338,9,Y,Yes,15,3,2,80,1,24,5,3,24,13,2,1
45,Yes,Travel_Frequently,1265,Sales,18,1,Marketing,1,395,2,Male,97,4,5,Sales Executive,2,Single,3827,20783,3,Y,Yes,24,4,1,80,2,27,2,1,26,16,25,25
53,No,Travel_Rarely,1333,Human Resources,18,3,Life Sciences,1,396,1,Male,67,3,4,Manager,2,Divorced,15017,13821,7,Y,Yes,12,3,1,80,2,35,0,3,27,4,25,2
54,Yes,Travel_Frequently,223,Human Resources,5,2,Human Resources,1,397,3,Female,37,2,5,Manager,1,Single,4642,20570,8,Y,No,25,3,4,80,2,33,0,1,7,4,6,0
56,No,Travel_Frequently,1080,Research & Development,10,2,Life Sciences,1,398,4,Male,33,2,3,Research Director,1,Divorced,5251,14525,7,Y,Yes,21,3,2,80,3,33,0,1,23,19,2,17
42,No,Travel_Rarely,589,Research & Development,8,1,Human Resources,1,399,3,Male,59,4,2,Research Director,1,Divorced,19016,3594,6,Y,No,23,3,2,80,1,24,6,3,22,4,13,22
22,No,Non-Travel,259,Sales,3,3,Human Resources,1,400,4,Male,93,3,3,Sales Executive,3,Married,2441,25461,4,Y,Yes,15,4,4,80,2,2,6,2,0,0,0,0
33,No,Non-Travel,574,Human Resources,10,5,Medical,1,401,2,Male,77,2,3,Human Resources,3,Single,2778,24977,1,Y,No,18,4,2,80,0,12,0,1,8,5,8,8
20,No,Travel_Rarely,523,Research & Development,13,2,Other,1,402,4,Female,98,1,3,Healthcare Representative,4,Single,2965,19839,1,Y,No,23,4,4,80,0,1,4,1,1,1,1,1
34,No,Non-Travel,1265,Research & Development,25,5,Marketing,1,403,3,Male,78,4,4,Laboratory Technician,1,Single,15232,2591,9,Y,Yes,15,4,4,80,0,11,1,4,6,6,0,2
36,No,Travel_Rarely,1010,Human Resources,15,1,Technical Degree,1,404,3,Male,89,1,3,Manager,1,Married,9996,22991,9,Y,No,24,3,3,80,3,16,0,1,10,9,6,0
23,No,Travel_Rarely,1367,Human Resources,21,1,Medical,1,405,2,Male,34,2,2,Manager,3,Divorced,15441,12492,1,Y,No,11,3,2,80,0,3,5,4,2,2,2,1
34,Yes,Travel_Frequently,1496,Research & Development,14,1,Other,1,406,2,Female,66,2,1,Research Scientist,1,Married,4586,21983,5,Y,No,23,4,2,80,2,12,3,1,0,0,0,0
41,No,Travel_Frequently,1295,Human Resources,2,2,Technical Degree,1,407,3,Male,39,2,3,Manager,1,Divorced,2470,26114,5,Y,Yes,12,3,3,80,3,22,5,2,15,9,0,5
51,No,Travel_Rarely,595,Human Resources,15,4,Marketing,1,408,4,Male,75,1,2,Manager,3,Divorced,10612,17958,9,Y,Yes,20,3,3,80,3,31,6,2,14,5,4,3
32,No,Non-Travel,405,Research & Development,19,4,Other,1,409,1,Male,53,4,5,Research Scientist,3,Single,5535,6052,6,Y,No,17,4,1,80,3,12,5,3,9,2,8,3
26,No,Travel_Rarely,702,Sales,4,3,Marketing,1,410,2,Male,35,1,5,Manager,4,Married,5346,16803,1,Y,No,25,4,4,80,3,4,5,3,0,0,0,0
36,Yes,Non-Travel,1306,Research & Development,9,1,Medical,1,411,3,Female,93,3,5,Research Scientist,4,Divorced,1264,19057,2,Y,No,25,4,4,80,2,15,2,4,15,4,5,2
38,Yes,Travel_Frequently,1098,Research & Development,15,2,Medical,1,412,3,Female,63,1,5,Laboratory Technician,1,Divorced,15116,11224,3,Y,No,13,3,2,80,1,18,4,3,5,1,0,5
28,Yes,Travel_Rarely,347,Human Resources,15,4,Technical Degree,1,413,2,Female,41,2,3,Manager,4,Divorced,1853,24006,7,Y,No,12,4,4,80,0,9,5,4,0,0,0,0
22,No,Non-Travel,752,Sales,7,5,Other,1,414,4,Male,31,2,5,Sales Executive,3,Divorced,15868,14421,4,Y,Yes,24,3,1,80,1,2,2,1,2,0,2,1
27,No,Travel_Rarely,466,Research & Development,2,4,Other,1,415,1,Female,78,2,1,Healthcare Representative,1,Married,7515,19476,2,Y,Yes,21,3,4,80,2,7,6,4,7,2,7,4
36,Yes,Non-Travel,972,Sales,4,2,Technical Degree,1,416,4,Female,44,3,3,Manager,1,Married,16769,25189,8,Y,Yes,13,4,4,80,3,18,4,3,15,15,12,11
33,No,Travel_Frequently,213,Research & Development,9,4,Other,1,417,4,Male,73,1,5,Healthcare Representative,3,Married,3001,15522,6,Y,No,14,3,4,80,1,13,6,4,0,0,0,0
25,No,Travel_Rarely,423,Human Resources,27,5,Technical Degree,1,418,1,Male,67,2,4,Manager,3,Married,1700,15640,0,Y,No,14,3,2,80,0,7,0,1,5,1,4,4
51,No,Travel_Frequently,1444,Sales,13,2,Other,1,419,3,Female,40,1,3,Sales Executive,2,Divorced,10285,25756,2,Y,Yes,22,4,1,80,0,33,0,1,3,3,3,0
52,No,Travel_Rarely,643,Human Resources,21,5,Technical Degree,1,420,3,Female,67,4,5,Human Resources,4,Single,7375,15408,6,Y,No,19,4,3,80,3,32,2,1,19,4,3,18
52,No,Travel_Frequently,859,Human Resources,16,5,Life Sciences,1,421,1,Female,72,2,3,Human Resources,4,Single,13907,20473,7,Y,Yes,13,3,4,80,3,30,4,2,16,7,12,0
23,No,Non-Travel,934,Sales,28,1,Marketing,1,422,1,Male,92,4,3,Sales Representative,3,Divorced,17177,9818,0,Y,No,16,4,3,80,3,2,4,2,1,1,1,0
23,Yes,Travel_Frequently,1116,Human Resources,6,5,Technical Degree,1,423,4,Male,100,4,2,Manager,2,Single,1455,11817,2,Y,Yes,12,4,1,80,2,1,5,2,0,0,0,0
35,Yes,Travel_Frequently,379,Human Resources,6,5,Other,1,424,4,Female,31,3,5,Manager,3,Single,10518,7020,2,Y,Yes,18,3,4,80,0,16,2,3,16,10,11,5
30,No,Travel_Rarely,664,Human Resources,10,4,Human Resources,1,425,2,Female,77,4,5,Manager,1,Divorced,3011,19822,1,Y,Yes,21,3,3,80,0,9,4,3,3,0,3,2
24,Yes,Travel_Rarely,545,Sales,3,5,Medical,1,426,4,Male,51,4,1,Sales Executive,3,Married,19479,4642,4,Y,No,25,3,2,80,1,5,4,3,5,1,2,1
45,No,Non-Travel,751,Research & Development,17,1,Human Resources,1,427,4,Male,51,3,2,Laboratory Technician,4,Married,4852,20460,8,Y,No,18,4,3,80,2,23,5,4,21,15,10,9
53,No,Non-Travel,123,Sales,7,4,Marketing,1,428,2,Male,30,3,3,Sales Representative,4,Single,1837,14181,2,Y,No,25,4,4,80,0,32,4,2,28,13,20,11
20,Yes,Non-Travel,1428,Research & Development,25,5,Life Sciences,1,429,4,Male,77,1,3,Research Director,1,Divorced,2448,7113,6,Y,Yes,22,3,4,80,1,2,0,4,2,1,2,1
